"code","lat","lng","state","fullname","Pin_code","stops","DelayOverall","DelayDiscreate"
"PKDE",29.3560525,76.4983673,"Haryana","PILU KHERA",126111,6,9.71428571428571,0
"PKE",20.3077902,74.7564747,"Maharashtra","PIMPAR KHED",424109,4,50.5882352941176,2.32352941176471
"PKF",22.9197906,84.9512887,"Jharkhand","POKLA",835227,10,34.3770491803279,5.32786885245902
"PKK",30.163206,74.346695,"Punjab","PAKKI",152117,12,11.5964912280702,-0.526315789473684
"PKL",15.2356721,76.4907968,"Karnataka","PAPINAYAKNAHALI",583223,2,28.6666666666667,1
"PKNA",27.308324,79.332489,"Uttar Pradesh","PAKHNA",209652,4,21.4473684210526,-6.31578947368421
"PKNS",19.1188748,76.7322278,"Maharashtra","POKHARNI NRSNHA",431521,12,17.9252336448598,-2.85981308411215
"PKO",16.5220568,81.7170662,"Andhra Pradesh","PALAKOLLU",534260,15,15.6153846153846,2.16483516483516
"PKPU",16.4596436,80.2542686,"Andhra Pradesh","PEDDAKURAPADU",522402,8,44.6184210526316,-0.5
"PKQ",11.0210273,76.2320817,"Kerala","PATTIKKAD",679325,14,20.9921875,3.6015625
"PKR",24.637275,87.8557819,"Jharkhand","PAKAUR",816107,67,36.2282878411911,3.19602977667494
"PKRA",28.4338018,79.3424192,"Uttar Pradesh","PARSA KHERA",243502,4,274.882352941176,5.20588235294118
"PKRD",24.0476,80.500989,"Madhya Pradesh","PAKARIA ROAD",485773,6,71.1428571428571,2.16071428571429
"PKU",22.3923565,87.7433241,"West Bengal","PANSKURA",721634,38,14.6075949367089,0.860759493670886
"PKW",28.7123149,77.6680187,"Uttar Pradesh","PILKHUA",245304,37,118.493392070485,8.60352422907489
"PKX",26.2054947,82.1230978,"Uttar Pradesh","PAKHRULI",228001,4,100.179487179487,30.3076923076923
"PKY",29.9977116,77.4727964,"Uttar Pradesh","PILKHANI",247232,14,40.8832116788321,1.7007299270073
"PLA",22.8298477,75.7999611,"Madhya Pradesh","PALIA",453111,NA,NA,NA
"PLCJ",27.1253963,72.3666339,"Rajasthan","PHALODI JN",342301,16,26.2592592592593,-7.62962962962963
"PLD",21.0224017,75.4616117,"Maharashtra","PALDHI",425103,5,15.4375,9.34375
"PLE",23.814299,71.516465,"Gujarat","PIPLEE",385340,2,26.6,1.95
"PLG",19.6978774,72.7722393,"Maharashtra","PALGHAR",401404,42,8.35911602209945,0.215469613259669
"PLGH",25.961704,83.500731,"Uttar Pradesh","PALIGARH",275101,8,62.2467532467532,7.19480519480519
"PLH",18.7856368,84.0815643,"Odisha","PARLAKIMIDI",761201,6,4.94339622641509,-0.169811320754717
"PLHW",28.3595647,76.6297621,"Haryana","PALHAWAS",123412,6,18.4285714285714,-0.261904761904762
"PLI",10.8988358,78.4938852,"Tamil Nadu","PETTAIVAYATALAI",639112,7,20.6212121212121,1.63636363636364
"PLJ",21.9215681,73.0725322,"Gujarat","PALEJ",392220,24,19,1.39130434782609
"PLJE",23.7754826,86.2268864,"Jharkhand","PHULWARTANR",828305,12,7.57522123893805,0.345132743362832
"PLK",28.4265629,80.5826404,"Uttar Pradesh","PALIA KALAN",262902,13,36.3191489361702,3.80851063829787
"PLL",10.8005569,76.5597281,"Kerala","PARLI",678612,10,12.3370786516854,1.85393258426966
"PLM",21.8737615,70.1599833,"Gujarat","PANELI MOTI",360480,2,18.05,0
"PLMD",11.0328127,77.0008551,"Tamil Nadu","PILAMEDU",641004,11,20.952380952381,1.70238095238095
"PLMG",13.0831594,79.6850985,"Tamil Nadu","PULIYAMANGALAM",631004,3,11.7,5.7
"PLMX",32.081533,76.5158544,"Himachal Pradesh","PALAMPUR HMCHL",176102,12,12.9082568807339,-2.10091743119266
"PLNI",10.4588028,77.5209168,"Tamil Nadu","PALANI",624618,12,13.1739130434783,5.12173913043478
"PLO",20.7267427,78.3170083,"Maharashtra","PULGAON JN",442302,29,20.796875,1.58854166666667
"PLP",25.5514027,82.0899905,"Uttar Pradesh","PHULPUR",212402,19,66.1965811965812,5.94871794871795
"PLPM",10.7519439,76.397979,"Kerala","PALAPPURAM",679103,11,12.0510204081633,-0.122448979591837
"PLS",28.9523373,78.8353445,"Uttar Pradesh","PIPALSANA",244402,19,41.1736111111111,3.48611111111111
"PLSG",19.0142241,83.8052411,"Odisha","PALASINGI",761206,4,4.91666666666667,0.694444444444444
"PLSN",27.48579,75.377452,"Rajasthan","PALSANA",332402,11,5.28155339805825,-1.42718446601942
"PLT",29.6233616,75.8667272,"Haryana","PIRTHALA LLAUDA",125120,10,27.4666666666667,1.7
"PLU",15.1713662,77.5223502,"Andhra Pradesh","PATAKOTTACHERU",515401,6,39.5283018867925,3.81132075471698
"PLV",17.8119033,74.1116082,"Maharashtra","PALSI",415021,4,23.2,0.857142857142857
"PLVA",16.576406,81.2878274,"Andhra Pradesh","PALLEVADA",521340,4,28.8181818181818,2.75757575757576
"PLW",23.2111273,75.8604938,"Madhya Pradesh","PINGLESHWAR",456006,9,20.7833333333333,9.51666666666667
"PLWR",26.4730501,84.2557001,"Bihar","PHULWARIA",841425,2,0,0
"PLY",23.7782593,88.284966,"West Bengal","PLASSEY",741156,31,19.6801470588235,-0.569852941176471
"PM",9.9356594,78.1128708,"Tamil Nadu","PALAM",NA,23,77.5649350649351,1.13636363636364
"PMB",10.9399172,78.9175361,"Tamil Nadu","PULLAMBADI",621711,2,23.6315789473684,3.42105263157895
"PMD",14.9806135,77.5992824,"Andhra Pradesh","PAMIDI",515775,4,40.8888888888889,-1
"PMH",30.811485,75.269109,"Punjab","PARAO MAHNA",142011,3,25.3793103448276,7.72413793103448
"PMK",9.5399892,78.5907465,"Tamil Nadu","PARAMAKKUDI",623707,23,17.7007874015748,2.97637795275591
"PMKT",19.8297201,78.5814327,"Maharashtra","PIMPALKHUTI",445302,2,-18.95,-17.3
"PML",10.9232574,79.2689002,"Tamil Nadu","PAPANASAM",614207,18,21.9895287958115,0.607329842931937
"PMN",26.3737885,80.0780527,"Uttar Pradesh","PAMAN",NA,6,67.4864864864865,-3.56756756756757
"PMO",24.866265,74.398036,"Rajasthan","PANDOLI",312202,6,8.68333333333333,0.766666666666667
"PMP",18.6232323,73.8022506,"Maharashtra","PIMPRI",411018,12,15.8026315789474,2.42105263157895
"PMPR",26.245133,80.4836512,"Uttar Pradesh","PREMPUR",209401,2,NA,NA
"PMQ",32.1703558,75.4963225,"Punjab","PARNA NAND",143534,12,28.5847457627119,2.75423728813559
"PMR",28.2002621,79.5382529,"Uttar Pradesh","PITAMBARPUR",243503,20,116.915254237288,6.52542372881356
"PMS",21.1408588,81.0996044,"Chhattisgarh","PARMALKASA",491441,15,13.32,1.2
"PMT",14.1205376,79.2054598,"Andhra Pradesh","PULLAMPET",516107,8,35.5394736842105,1.96052631578947
"PMU",25.7419477,85.1332259,"Bihar","PARMANANDPUR",841101,8,72.8783783783784,1.97297297297297
"PMY",25.7909999,73.3276692,"Rajasthan","PALI MARWAR",306401,41,19.2129032258065,5.34193548387097
"PN",23.3079807,72.4801326,"Gujarat","PANSAR",382740,2,64.7,8.65
"PNB",26.1999524,91.9775202,"Assam","PANBARI",782401,6,12.8333333333333,-2.03703703703704
"PNBE",25.6033028,85.137137,"Bihar","PATNA JN",800001,233,52.2797704447633,-1.8142037302726
"PNC",25.585818,85.2312576,"Bihar","PATNA SAHEB",800008,103,70.0887096774194,1.70967741935484
"PND",22.7554969,81.8990786,"Chhattisgarh","PENDRA ROAD",495117,48,42.5508474576271,7.40677966101695
"PNDM",11.397151,79.220914,"Tamil Nadu","PENNADAM",606111,7,16.9148936170213,-2.21276595744681
"PNDP",17.1721752,80.1703316,"Telangana","PANDILLAPALLI",507208,6,34.3421052631579,2.89473684210526
"PNDR",22.4717745,72.7438888,"Gujarat","PANDORI",388160,NA,NA,NA
"PNE",23.6950693,87.6938863,"West Bengal","PRANTIK",731235,34,31.6025641025641,0.692307692307692
"PNF",18.6345624,76.6355403,"Maharashtra","PANGAON",431522,14,35.1978021978022,-0.230769230769231
"PNGI",9.9213227,78.6125475,"Tamil Nadu","PANANGUDI",630556,1,24.6666666666667,5.11111111111111
"PNGM",24.8657022,92.5986201,"Assam","PANCHGRAM",788802,5,10.5,1.33333333333333
"PNGR",27.0875622,77.3716511,"Rajasthan","PINGORA",321302,6,26,1.15254237288136
"PNHI",25.082771,81.204194,"Uttar Pradesh","PANHAI",210208,4,17.4473684210526,13.3684210526316
"PNHR",26.1048732,78.0229278,"Madhya Pradesh","PANIHAR",475330,4,50.8484848484849,0.575757575757576
"PNI",29.3894855,78.446154,"Uttar Pradesh","PURAINI",246762,6,106.66,0.6
"PNK",26.4598693,80.2368365,"Uttar Pradesh","PANKI",208020,22,92.7826086956522,12.7934782608696
"PNM",15.5005815,78.339901,"Andhra Pradesh","PANYAM",518112,10,51.0340909090909,19.75
"PNME",23.9870258,86.0371515,"Jharkhand","PARASNATH",825167,51,59.1381578947368,1.67763157894737
"PNP",29.3891542,76.963766,"Haryana","PANIPAT JN",132108,116,44.5417789757412,5.47304582210243
"PNPL",21.915686,84.1394699,"Odisha","PANPALI",768220,9,47.8433734939759,2.09638554216867
"PNPN",21.36177,86.79328,"Odisha","PANPANA",756043,10,20.0843373493976,2.25301204819277
"PNPR",9.4228461,76.3419718,"Kerala","PUNNAPURA",688005,9,37.5802469135802,6.81481481481481
"PNQ",10.5346682,76.208937,"Kerala","PUNKUNNAM",680002,26,27.8833333333333,4.64166666666667
"PNRA",25.897713,83.521845,"Uttar Pradesh","PANIARA",275101,8,76.6666666666667,0.826666666666667
"PNSA",24.9531257,87.0040315,"Bihar","PUNSIA",813109,12,5.12264150943396,0.0283018867924528
"PNSD",19.5264297,77.240383,"Maharashtra","PANGRA SHINDE H",431701,6,33.4150943396226,0.320754716981132
"PNT",27.4949793,95.2566683,"Assam","PANITOLA",786183,4,NA,NA
"PNU",24.1749018,72.4307641,"Gujarat","PALANPUR JN",385001,98,21.1154855643045,-21.3543307086614
"PNUG",25.4990721,85.101707,"Bihar","PUNPUNGHAT",804453,15,16.5850340136054,0.210884353741497
"PNV",20.269454,74.50529,"Maharashtra","PANEVADI",423104,4,51.5294117647059,6.29411764705882
"PNVL",18.990894,73.1207371,"Maharashtra","PANVEL",410206,98,17.3948497854077,-5.37982832618026
"PNVT",26.1586348,90.5533785,"Assam","PANCHARATNA",783101,4,7.4,1.2
"PNW",23.5086079,86.0891939,"West Bengal","PUNDHAG",723215,18,12.9171974522293,1.29299363057325
"PNWN",23.2086565,77.1281124,"Madhya Pradesh","PACHWAN",466001,7,25.175,-0.375
"PNYA",27.1672703,83.933562,"Uttar Pradesh","PANIYA HAWA",274801,13,41.9193548387097,-3.16129032258065
"PO",11.4770316,79.7368766,"Tamil Nadu","PARANGIPETTAI",608502,7,16.8196721311475,-1.04918032786885
"POA",16.0609916,80.8042972,"Andhra Pradesh","PALIKONA",522256,6,10.8979591836735,3.06122448979592
"POE",25.1593516,85.5118743,"Bihar","PAWAPURI ROAD",803111,14,72.03125,1.375
"POF",26.74217,80.7973498,"Uttar Pradesh","PIPARSAND",226008,27,79.7983870967742,2.28225806451613
"POI",13.2392642,79.5887002,"Tamil Nadu","PONPADI",631213,8,27.3421052631579,2.78947368421053
"POK",26.9309889,71.9232763,"Rajasthan","POKRAN",345021,5,33.5,-0.815789473684211
"POKL",26.343058,83.930847,"Uttar Pradesh","PEOKOL",274509,8,45.8904109589041,7.16438356164384
"POM",10.929849,79.655342,"Tamil Nadu","PUNTHOTTAM",609503,6,9.34,1.02
"PON",13.3325501,80.1991008,"Tamil Nadu","PONNERI",601204,4,25.0769230769231,1.35897435897436
"POO",15.8737107,79.5246886,"Andhra Pradesh","POTLAPADU",523326,10,52.5454545454545,1.55681818181818
"POR",24.93452,76.632598,"Rajasthan","PIPALDA ROAD",325218,4,40.6944444444444,3.72222222222222
"PORA",27.5308615,78.1546938,"Uttar Pradesh","PORA",204101,6,101.379310344828,7.68965517241379
"POT",26.3108237,88.1794828,"Bihar","POTHIA",733207,4,49.6756756756757,0.864864864864865
"POU",26.8976748,83.98228,"Uttar Pradesh","PADRAUNA",274304,6,54.5581395348837,-3.02325581395349
"POX",22.345504,77.854673,"Madhya Pradesh","POLA-PATTHAR",461111,2,88.5,1.38888888888889
"POY",10.6525828,77.0018365,"Tamil Nadu","POLLACHI JN",642001,10,9.81818181818182,-4.53535353535354
"POZ",19.9178912,75.1224756,"Maharashtra","POTUL",431002,9,31.1927710843373,2.37349397590361
"PP",28.5149376,80.1507956,"Uttar Pradesh","PURANPUR",262122,14,17.4444444444444,0.944444444444444
"PPA",26.4902451,84.9862234,"Bihar","PIPRA",845416,12,354.392857142857,3.17857142857143
"PPB",31.052105,75.716365,"Punjab","PARTABPURA",144035,3,31.1333333333333,0.333333333333333
"PPC",26.828148,83.5360861,"Uttar Pradesh","PIPRAICH",273152,20,65.5490196078431,1.76470588235294
"PPCK",26.2662115,77.4728188,"Madhya Pradesh","PIPALWALI CHOWK",476229,4,NA,NA
"PPD",22.8186183,73.9093442,"Gujarat","PIPLOD JN",389130,12,25.2358490566038,1.0188679245283
"PPDA",25.7684989,84.9361865,"Bihar","PACHPATIYA DEORIA",841225,3,70.6578947368421,2.10526315789474
"PPDE",29.3082417,76.3683861,"Haryana","PANDU PINDARA",126110,6,9.71428571428571,0
"PPDI",24.991871,86.99439,"Bihar","PIPRADIH",813107,10,2.95505617977528,0.101123595505618
"PPE",27.239033,81.151395,"Uttar Pradesh","PAINTEPUR",225306,8,71.3918918918919,1.72972972972973
"PPEA",27.225669,77.303586,"Rajasthan","PAPRERA",321602,6,113.274509803922,5.96078431372549
"PPF",26.1670057,74.3807727,"Rajasthan","PIPLAJ",305202,4,33.275,-0.5
"PPG",23.3615865,75.428803,"Madhya Pradesh","PIPLODA BAGLA",456337,40,26.7372881355932,0.644067796610169
"PPH",25.867827,83.488989,"Uttar Pradesh","PIPRI DIH",275101,10,70.6489361702128,-3.96808510638298
"PPI",22.7538734,78.3544439,"Madhya Pradesh","PIPARIYA",461775,84,55.3222748815166,5.10663507109005
"PPJ",18.2915423,75.0976038,"Maharashtra","POPHLAJ",413202,4,88.2105263157895,8.1578947368421
"PPKD",24.41762,82.932572,"Uttar Pradesh","PAPRAKUND",231219,6,84.5555555555556,5.44444444444444
"PPLC",19.2859145,77.1327943,"Maharashtra","PIMPLA CHAURE HALT",431512,6,27,0.905660377358491
"PPLI",22.3454148,69.9348409,"Gujarat","PIPLI",361280,6,23.2777777777778,3.64814814814815
"PPM",16.2922638,80.2562122,"Andhra Pradesh","PHIRANGIPURAM",522529,12,37.9807692307692,-0.721153846153846
"PPN",25.4878263,85.0999917,"Bihar","PUNPUN",804453,25,16.0565217391304,0.734782608695652
"PPNS",11.9423064,75.3469341,"Kerala","PAPPINISSERI",670561,7,20.03125,0.171875
"PPO",22.228587,84.8046148,"Odisha","PANPOSH",769004,11,52.6336633663366,4.92079207920792
"PPR",26.4529997,73.4488665,"Rajasthan","PIPAR ROAD JN",342606,10,34.4210526315789,4.32631578947368
"PPRH",26.2218707,85.2509498,"Bihar","PIPRAHAN(HALT)",843102,8,351.511111111111,6.17777777777778
"PPS",26.0993061,74.3185015,"Rajasthan","PIPILIYA ROAD",305901,NA,NA,NA
"PPT",25.290131,87.421449,"Bihar","PIRPAINTI",813209,28,56.3053097345133,5.6283185840708
"PPTA",25.6152923,85.0660872,"Bihar","PATLIPUTRA",800025,18,68.2307692307692,1.62820512820513
"PPTN",26.484348,88.124529,"Bihar","PIPRITHAN",855116,2,54,0
"PPTR",10.5226869,77.4209051,"Tamil Nadu","PUSHPATTUR",624618,4,5.95,0.2
"PPU",26.1513698,82.0416927,"Uttar Pradesh","PIPARPUR",227304,4,30.8947368421053,-0.157894736842105
"PPW",27.5298858,82.6391056,"Uttar Pradesh","PACHPERWA",271206,4,27.6052631578947,1.86842105263158
"PPY",17.3733845,80.1764152,"Telangana","PAPATAPALLI",507182,6,32.7567567567568,4.86486486486486
"PPZ",18.8031306,79.4272578,"Telangana","PEDDEMPET",505208,8,48.4324324324324,0.621621621621622
"PQD",25.4621112,87.7042909,"Bihar","PRANPUR ROAD",854117,6,36.74,1.26
"PQH",21.306841,80.183362,"Maharashtra","PINDKEPAR HALT",441801,6,23.1964285714286,2.53571428571429
"PQL",17.8571299,79.4324827,"Telangana","PINDLAI",506143,8,20.7692307692308,2.42307692307692
"PQT",22.333047,73.955973,"Gujarat","PUNIYAVANT",391165,6,7.38983050847458,0.389830508474576
"PQU",23.6263053,76.556592,"Madhya Pradesh","PARHANA MAU",465697,2,20.35,-0.7
"PQY",29.0560618,77.697807,"Uttar Pradesh","PABLI KHAS",250001,15,61.1360544217687,2.38775510204082
"PQZ",26.41326,89.393963,"West Bengal","PUNDIBARI",736165,2,55.4375,13.5625
"PRAR",32.0812685,76.4604434,"Himachal Pradesh","PAROR",176064,12,19.0642201834862,-0.00917431192660551
"PRB",23.2798639,76.9644856,"Madhya Pradesh","PARBATI",465337,13,29.3866666666667,-0.346666666666667
"PRBG",21.527335,80.204861,"Maharashtra","PRATAP BAGH",441601,NA,NA,NA
"PRBZ",25.5498528,85.1189394,"Bihar","PARSA BAZAR",804453,21,16.6682926829268,3.4390243902439
"PRCA",16.319,80.3393267,"Andhra Pradesh","PERECHERLA",522005,12,37.5384615384615,2.69230769230769
"PRDG",24.262569,88.224865,"West Bengal","PORADANGA HALT",742122,10,30.34,1.47
"PRDL",23.186643,82.264495,"Chhattisgarh","PARADOL",497559,9,21.046875,3.046875
"PRDP",20.2797307,86.6122272,"Odisha","PARADEEP",754142,8,6.71428571428571,-3.54761904761905
"PRE",25.1194283,82.724787,"Uttar Pradesh","PAHARA",231001,6,44.4210526315789,1.05263157894737
"PRES",13.124601,80.059978,"Tamil Nadu","PATTABIRAM EAST CABI",600072,2,28.7586206896552,0.172413793103448
"PRF",25.3707434,82.637287,"Uttar Pradesh","PARSIPUR",221402,15,114.019047619048,6.03809523809524
"PRG",25.4683206,81.8661169,"Uttar Pradesh","PRAYAG",211002,42,62.9375,15.9375
"PRGA",25.523734,86.332182,"Bihar","PAHRJA GANGUR",851204,6,41.3636363636364,0.709090909090909
"PRH",16.7119034,81.1076915,"Andhra Pradesh","POWERPET",534002,14,65.3488372093023,0.806201550387597
"PRI",29.8532067,78.0780315,"Uttarakhand","PATHRI",249404,9,74.2179487179487,0.692307692307692
"PRJ",23.4305745,72.8664097,"Gujarat","PRANTIJ",383205,10,9.57303370786517,2.23595505617978
"PRK",27.287667,77.715662,"Uttar Pradesh","PARKHAM",281122,6,18.2372881355932,6.88135593220339
"PRKD",22.6736011,77.7478904,"Madhya Pradesh","POWERKHEDA",461001,6,61.3714285714286,14.1428571428571
"PRKE",28.385729,78.951264,"Uttar Pradesh","PURUA KHERA",243632,7,102.642857142857,3.23214285714286
"PRKH",16.138817,74.6945875,"Karnataka","PARKANHATTI",591107,10,30.1444444444444,3.15555555555556
"PRKL",11.775811,79.371128,"Tamil Nadu","PARIKKAL",607204,2,14.7368421052632,1.57894736842105
"PRL",12.5111854,79.1303338,"Tamil Nadu","POLUR",606803,10,24.4714285714286,3.75714285714286
"PRLI",18.8525934,76.5250002,"Maharashtra","PARLI VAIJNATH",431515,34,-3.29508196721311,-23.7978142076503
"PRM",29.338442,79.061175,"Uttarakhand","PIRUMADARA",244715,6,43,19.5833333333333
"PRN",25.8668634,79.1260195,"Uttar Pradesh","PARAUNA",285201,4,112.684210526316,5.84210526315789
"PRNA",25.7891622,87.5189832,"Bihar","PURNIA JN",854326,18,48.3835616438356,2.58219178082192
"PRND",8.9482957,76.6208786,"Kerala","PERINAD",691601,18,29.031847133758,11.0955414012739
"PRNG",23.2034653,75.20212,"Madhya Pradesh","PRITAM NAGAR",457441,NA,NA,NA
"PRNR",21.789777,85.521938,"Odisha","PORJANPUR",758013,2,25.9,3.45
"PRNT",12.559338,77.9111451,"Tamil Nadu","PERIYANAGA THUMAI",635113,4,46.3513513513514,9.37837837837838
"PRP",24.6242275,85.2065051,"Bihar","PAHARPUR",824233,16,45.4954954954955,-2.18018018018018
"PRPM",27.811191,79.958342,"Uttar Pradesh","PT RAM PRASAD BISMIL",242406,4,93.25,1.35
"PRR",23.3254134,86.3779031,"West Bengal","PURULIA JN",723101,75,15.1775510204082,-1.91428571428571
"PRSL",22.6337481,85.8073747,"Jharkhand","PANDRASALI",833101,4,18.6578947368421,2.68421052631579
"PRSP",28.543779,80.087594,"Uttar Pradesh","PRASADPUR",262122,8,19.3478260869565,-0.521739130434783
"PRT",11.7733408,79.554936,"Tamil Nadu","PANRUTI",607106,10,19.3023255813953,6.66279069767442
"PRTL",24.3597346,88.2810366,"West Bengal","PIRTALA",742148,18,15.5139664804469,1.67597765363128
"PRTN",22.2815772,73.2108214,"Gujarat","PRATAPNAGAR",390004,6,14.5932203389831,4.64406779661017
"PRTP",28.9214714,77.6468561,"Uttar Pradesh","PARTAPUR",250103,15,62.9328358208955,0.5
"PRU",25.823326,72.4320559,"Rajasthan","PARLU",344027,2,18.5555555555556,0.333333333333333
"PRUR",29.9595079,73.7136912,"Rajasthan","PRITHWIRAJPUR",335038,4,2.8974358974359,0.512820512820513
"PRV",11.6337737,78.9863777,"Tamil Nadu","PUKKIRIVARI",606204,2,19.7777777777778,-0.277777777777778
"PRWA",19.370001,77.771394,"Maharashtra","PARWAKHURD HALT",431802,4,24.6756756756757,2.32432432432432
"PRWD",18.2899124,74.9528182,"Maharashtra","PAREWADI",413206,4,71.1052631578947,-6.02631578947368
"PRWS",13.124601,80.059978,"Tamil Nadu","PATTABIRAM WEST CABI",600072,2,15.2631578947368,1.31578947368421
"PRY",24.8106499,84.8505825,"Bihar","PARAIYA",824209,12,45.1351351351351,0.378378378378378
"PRZ",27.4444299,82.8890455,"Uttar Pradesh","PARSA",272205,6,41.1090909090909,-1.61818181818182
"PS",20.7249334,76.8163224,"Maharashtra","PARAS",444109,8,37.9166666666667,2.83333333333333
"PSA",18.7586858,84.4211356,"Andhra Pradesh","PALASA",532222,89,8.05817174515235,-13.5013850415512
"PSAE",23.4537389,88.3249658,"West Bengal","PURBASTHALI",713513,6,18.6363636363636,-1.96363636363636
"PSB",24.3077479,85.7391829,"Jharkhand","PARSABAD",825318,13,55.8064516129032,0.860215053763441
"PSD",19.953836,74.8753774,"Maharashtra","PARSODA",423703,9,27.6626506024096,3.63855421686747
"PSDA",16.9937002,81.701038,"Andhra Pradesh","PASIVEDALA",534342,14,74.8174603174603,8.73015873015873
"PSE",25.0979653,83.7220721,"Bihar","PUSAULI",821101,12,61.5882352941176,2.33823529411765
"PSF",23.2156334,87.5378073,"West Bengal","PATRASAF",722206,NA,NA,NA
"PSJ",21.9725738,84.9501139,"Odisha","PATASAHI",770040,2,0.555555555555556,-0.444444444444444
"PSL",27.6818987,76.6158199,"Rajasthan","PARISAL",301001,8,66.8860759493671,4.54430379746835
"PSLI",25.1119973,74.8745613,"Rajasthan","PARSOLI",312022,4,13.4375,3.8125
"PSLP",16.4701332,81.0948886,"Andhra Pradesh","PASALAPUDI",521326,2,28.5882352941176,0
"PSN",27.57895,80.843082,"Uttar Pradesh","PARSENDI",261207,8,71.2266666666667,3.82666666666667
"PSO",23.2603976,75.5313135,"Madhya Pradesh","PALSORA MAKRAWA",456337,35,26.3474576271186,1.66101694915254
"PSPY",14.631105,77.602199,"Andhra Pradesh","PRASANNAYAPALLI",515002,8,32.0694444444444,1.125
"PSR",25.4036867,86.7440732,"Bihar","PASRAHA",851212,12,82.0909090909091,-2.91818181818182
"PST",22.4468496,85.2547485,"Jharkhand","POSOTIA",833106,3,94.3703703703704,5.85185185185185
"PSV",28.038508,74.369474,"Rajasthan","PARSNEU",331802,5,8.82608695652174,-1.71739130434783
"PSZ",26.557885,85.570179,"Bihar","PARSAUNI",843314,NA,NA,NA
"PT",28.4012064,76.8573475,"Haryana","PATLI",122051,9,55.6447368421053,0.0921052631578947
"PTA",30.3427656,76.40254,"Punjab","PATIALA",147003,25,35.0361445783133,6.63855421686747
"PTAB",20.3478238,85.8413465,"Odisha","PATIA HALT",751024,12,11.890625,0.4140625
"PTAE",23.5208661,88.257139,"West Bengal","PATULI",NA,4,18.8,2.57142857142857
"PTB",10.8019549,76.1815437,"Kerala","PATTAMBI",679303,34,31.7915057915058,5.76833976833977
"PTD",22.4857754,72.8017868,"Gujarat","PETLAD JN",388450,NA,NA,NA
"PTE",30.3400837,76.3596582,"Punjab","PATIALA CANT",147001,5,41.3260869565217,4.34782608695652
"PTH",26.8252878,81.6260704,"Uttar Pradesh","PATRANGA",224119,8,153.375,4.13888888888889
"PTHD",23.914119,80.201329,"Madhya Pradesh","PATOHAN",483990,6,48.4561403508772,8.64912280701754
"PTJ",10.964917,76.9896876,"Tamil Nadu","PODANUR JN",641111,38,13.0700389105058,-8.05836575875486
"PTK",32.2721934,75.6477226,"Punjab","PATHANKOT",145001,47,17.1133144475921,-5.90651558073654
"PTKC",32.259416,75.6365927,"Punjab","PATHANKOT CANTT",145001,89,68.6580459770115,3.18965517241379
"PTKP",18.42853,79.464122,"Telangana","POTKAPALLI",505152,8,53.4189189189189,2.52702702702703
"PTLD",26.4981526,90.8000064,"Assam","PATILADAHA",783391,6,15.4927536231884,1.36231884057971
"PTLI",27.1569205,77.9251027,"Uttar Pradesh","PATHAULI",282008,8,59.7236842105263,4.07894736842105
"PTLR",13.1231463,79.9371959,"Tamil Nadu","PUTLUR HALT",602003,2,18.4,-0.2
"PTN",23.8531432,72.1315703,"Gujarat","PATAN",384265,10,1.16455696202532,-2.25316455696203
"PTNR",21.0810448,72.8756765,"Gujarat","PATELNAGAR",394230,19,51.9285714285714,8.91558441558442
"PTP",22.5141402,75.7971912,"Madhya Pradesh","PATAL PANI",453441,12,23.8141592920354,9.11504424778761
"PTPR",28.477431,79.814979,"Uttar Pradesh","PRATABPUR HALT",262203,1,3.37777777777778,1.44444444444444
"PTRD",28.3478522,76.7521566,"Haryana","PATAUDI ROAD",122503,29,54.799043062201,8.34928229665072
"PTRE",26.3100083,80.2286894,"Uttar Pradesh","PATARA",209214,6,30.5142857142857,-6.74285714285714
"PTRJ",32.0690406,76.5399947,"Himachal Pradesh","PATTI RAJPURA HALT",176102,9,10.5679012345679,0.679012345679012
"PTRL",30.007453,74.744813,"Punjab","PATHRALA",151401,5,15.2708333333333,2.875
"PTRU",23.6665759,85.3057048,"Jharkhand","PATRATU",829118,25,63.9268292682927,0.739837398373984
"PTSC",25.518377,78.7383216,"Uttar Pradesh","PARICHAA THERMA",284121,4,112.263157894737,5.57894736842105
"PTT",13.3335548,79.1042179,"Andhra Pradesh","PUTALAPATTU",517124,12,27.0720720720721,4.93693693693694
"PTTN",34.1660605,74.5629883,"Jammu and Kashmir","PATTAN",193121,16,NA,NA
"PTU",19.5759919,76.2134191,"Maharashtra","PARTUR",431501,39,36.6976744186046,-1.2
"PTWA",23.9138323,80.4137635,"Madhya Pradesh","PATWARA",483501,6,79.5892857142857,20.8392857142857
"PTYR",26.613202,80.482218,"Uttar Pradesh","PATIYARA",209801,4,23.0526315789474,4.21052631578947
"PTZ",21.003449,77.0385907,"Maharashtra","PATSUL",444117,8,13.5263157894737,-5.01315789473684
"PU",12.5869653,78.4690671,"Tamil Nadu","PATCHUR",635854,4,52.8888888888889,4.30555555555556
"PUA",16.8097174,81.3244271,"Andhra Pradesh","PULLA",534401,12,72.0275229357798,2.01834862385321
"PUC",11.5405571,79.7304354,"Tamil Nadu","PUDUCHATIRAM",608501,6,14.8846153846154,2.30769230769231
"PUD",23.2313298,77.187624,"Madhya Pradesh","PHANDA",462030,7,25.325,0.375
"PUDI",13.5515357,79.5081941,"Andhra Pradesh","PUDI",517551,8,24.0933333333333,8.26666666666667
