"code","lat","lng","state","fullname","Pin_code","stops","DelayOverall","DelayDiscreate"
"APRD",21.7216991,87.632587,"West Bengal","APURVA PH",721423,4,1.41666666666667,0
"APT",16.9361758,81.9528849,"Andhra Pradesh","ANAPARTI",533342,30,52.8949579831933,2.66806722689076
"APTA",18.8635608,73.1530007,"Maharashtra","APTA",410207,8,30.9189189189189,3.85135135135135
"AQG",26.9507296,71.8931708,"Rajasthan","ASHAPURA GOMAT",345021,10,33.8142857142857,0.4
"ARA",25.5487958,84.6613775,"Bihar","ARA",802301,108,102.31862745098,3.13235294117647
"ARAG",16.8224809,74.7881524,"Maharashtra","ARAG",416401,6,13.7368421052632,4.19298245614035
"ARCL",24.8557002,92.7427522,"Assam","ARUNACHAL",788025,5,11.5,0.166666666666667
"ARD",21.7340514,87.1022398,"Odisha","AMARDA ROAD",756030,16,17.5853658536585,-0.617886178861789
"ARE",25.389849,76.018643,"Rajasthan","ARNETHA",323301,6,39.3214285714286,-1.69642857142857
"ARG",25.7934981,85.9097692,"Bihar","ANGAR GHAT",848236,12,34.7684210526316,-0.0947368421052632
"ARGD",23.6445192,85.4681289,"Jharkhand","ARIGADA",829101,1,NA,NA
"ARGL",20.124444,85.6704469,"Odisha","ARGUL",752050,2,49.4827586206897,3.55172413793103
"ARGP",13.2533339,76.6141033,"Karnataka","ARALAGUPPE",572212,10,26.3698630136986,2.45205479452055
"ARH",29.2613446,78.2858313,"Uttar Pradesh","AMHERA",246726,4,20.5526315789474,2.89473684210526
"ARI",26.0356002,78.2271435,"Madhya Pradesh","ANTRI",475001,4,148.588235294118,2.97058823529412
"ARJ",25.5450383,83.1875079,"Uttar Pradesh","AUNRIHAR JN",233221,59,71.3844086021505,6.17204301075269
"ARK",18.3327335,82.8652474,"Andhra Pradesh","ARAKKU",531151,2,56.7333333333333,-1
"ARKA",25.887774,81.313755,"Uttar Pradesh","ARKHA",229404,4,76.5405405405405,1.40540540540541
"ARL",26.9206637,80.0186688,"Uttar Pradesh","ARAUL MAKANPUR",209202,9,26.5287356321839,0.425287356321839
"ARN",21.1021036,82.1817301,"Chhattisgarh","ARAND",493445,6,88.1967213114754,5.08196721311475
"ARNA",27.0107078,76.5177369,"Rajasthan","ARNIA",303325,6,67.6379310344828,4.18965517241379
"ARNG",20.706686,79.978835,"Maharashtra","ARUNNAGAR",441701,6,19.9285714285714,4.48214285714286
"ARNH",12.5295806,76.3820976,"Karnataka","ARJUNAHALLI",571601,6,19.6428571428571,0.357142857142857
"AROR",9.8668487,76.2995929,"Kerala","AROOR HALT",688534,8,47.2222222222222,4.875
"ARP",25.5721608,81.7457026,"Uttar Pradesh","ATRAMPUR",212412,4,70.6486486486486,0.702702702702703
"ARPL",16.266488,77.8588072,"Telangana","AREPALLI HALT",509131,6,80.5849056603774,5.05660377358491
"ARQ",26.13036,87.4634653,"Bihar","ARARIYA COURT",854311,18,46.4452054794521,-0.26027397260274
"ARR",26.137109,87.4250525,"Bihar","ARARIYA",854312,14,18.7881355932203,-1.79661016949153
"ARU",13.9986403,75.3127626,"Karnataka","ARASALU",577426,4,6.55555555555556,0.361111111111111
"ARV",12.6734464,79.2874857,"Tamil Nadu","ARNI ROAD",632301,14,21.8311688311688,2.31168831168831
"ARW",25.1968083,83.0194495,"Uttar Pradesh","AHRAURA ROAD",231305,5,73.4210526315789,13.3157894736842
"AS",28.9338358,73.8719175,"Rajasthan","ARJANSAR",334604,6,16.6379310344828,1.94827586206897
"ASAF",19.2571392,79.4166117,"Telangana","ASIFABAD ROAD",504292,8,47.0422535211268,6.92957746478873
"ASAN",29.4013289,76.8694174,"Haryana","ASAN",132105,6,9.71428571428571,1.87755102040816
"ASAR",29.2494814,77.291581,"Uttar Pradesh","ASARA HALT",250623,18,40.3584905660377,0
"ASB",22.7048658,86.3219091,"Jharkhand","ASANBONI",832102,15,8.74285714285714,7.27142857142857
"ASCE",25.6790391,81.2623608,"Uttar Pradesh","ATHSARAI",212217,NA,NA,NA
"ASD",8.707915,77.4387326,"Tamil Nadu","AMBASAMUDRAM",627401,8,11.0533333333333,0.853333333333333
"ASE",28.7366792,76.859574,"Haryana","ASAUDAH",124505,22,23.9653465346535,0.128712871287129
"ASH",26.838004,80.909968,"Uttar Pradesh","AISHBAGH",226004,9,69.640625,25.140625
"ASI",27.237822,80.390557,"Uttar Pradesh","ARSENI",241126,2,19.1333333333333,0
"ASK",13.3136091,76.2533431,"Karnataka","ARSIKERE JN",573103,88,15.7926267281106,-8.14516129032258
"ASKN",19.079187,72.8502388,"Maharashtra","ASHOK NAGAR",400055,40,43.027397260274,5.21461187214612
"ASL",23.2310735,75.6080604,"Madhya Pradesh","ASLAODA",456337,40,24.4576271186441,0.533898305084746
"ASLU",28.3684474,75.0749713,"Rajasthan","ASLU",331001,4,10.6842105263158,-0.131578947368421
"ASN",23.6911108,86.975235,"West Bengal","ASANSOL JN",713301,258,30.2725423728814,-1.2935593220339
"ASO",19.4395693,73.3079544,"Maharashtra","ASANGAON",421601,2,53.2352941176471,-2.41176470588235
"ASP",15.4630075,77.3309451,"Andhra Pradesh","ASPARI",518395,4,34.1176470588235,0.5
"ASR",31.6339793,74.8722642,"Punjab","AMRITSAR JN",143001,121,26.3134978229318,-5.10304789550073
"ASSH",26.838004,80.909968,"Uttar Pradesh","AISHBAGH",226004,14,NA,NA
"AST",28.2514855,77.3243658,"Haryana","ASAOTI",121102,48,32.7580993520518,3.49892008639309
"ASTG",21.2973177,77.9347098,"Maharashtra","ASHTEGAON",444905,5,9.75,2.34090909090909
"ASV",23.0438661,72.6128069,"Gujarat","ASARVA JN",382345,16,7.71724137931034,1.35862068965517
"AT",14.8762759,74.1476512,"Karnataka","ASNOTI",581317,8,35.469696969697,2.22727272727273
"ATA",26.6658674,79.4796337,"Uttar Pradesh","ATA",206241,4,104.157894736842,17.4210526315789
"ATC",17.4184445,78.519908,"Telangana","ARTS COLLEGE",500007,10,32.3589743589744,0.705128205128205
"ATE",25.2910826,80.576306,"Uttar Pradesh","ATARRA",210201,24,49.777027027027,4.22972972972973
"ATG",19.5020567,73.3317195,"Maharashtra","ATGAON",421601,2,60.4117647058824,2.58823529411765
"ATH",25.1609474,76.3073258,"Rajasthan","ANTAH",325202,12,41.9821428571429,3.90178571428571
"ATKS",27.133051,80.247772,"Uttar Pradesh","ATWA KURSATH",241305,4,32.5263157894737,0
"ATL",25.4558953,85.6226456,"Bihar","ATHMAL GOLA",803211,31,64.4377510040161,7.14859437751004
"ATM",26.6108039,88.943257,"West Bengal","ALTAGRAM",735210,2,56.4375,-0.625
"ATMO",29.808036,78.0434994,"Uttarakhand","AITHAL",247663,10,64.5471698113208,1.65094339622642
"ATNR",25.7645606,84.9570853,"Bihar","AWATARNAGAR",841225,6,77.8783783783784,3.10810810810811
"ATP",14.6864093,77.5952527,"Andhra Pradesh","ANANTAPUR",515004,78,31.5891891891892,3.01351351351351
"ATPA",33.8877246,74.9918329,"Jammu and Kashmir","AWANTIPURA",192305,18,NA,NA
"ATR",21.9990282,76.205134,"Madhya Pradesh","ATTAR",450551,12,18.2142857142857,1.34821428571429
"ATRR",25.316711,82.314627,"Uttar Pradesh","ATRAURA",221309,6,73.1379310344828,2.27586206896552
"ATRU",24.8820454,76.6701285,"Rajasthan","ATRU",325218,8,49.6081081081081,-2.27027027027027
"ATS",21.3875302,83.7918503,"Odisha","ATTABIRA",768027,10,55.4057971014493,3.76811594202899
"ATT",31.5943185,74.6068278,"Punjab","ATARI",143108,7,12.7446808510638,-3.76595744680851
"ATU",11.5951077,78.5924318,"Tamil Nadu","ATTUR",636102,8,24.45,-1.85
"ATUL",20.547263,72.927789,"Gujarat","ATUL",396020,16,7.85616438356164,3.84246575342466
"ATW",27.265461,80.409278,"Uttar Pradesh","ATWA MUTHIA HALT",241304,2,19.1333333333333,0.8
"AUBR",19.054587,72.847986,"Maharashtra","ANUGRAHA N ROAD",400051,46,66.3536121673004,6.57034220532319
"AUN",29.0329904,75.9793921,"Haryana","AURANG NAGAR",127032,10,27.2708333333333,0.40625
"AUNG",26.1603011,80.5477077,"Uttar Pradesh","AUNG",212665,2,NA,NA
"AUR",28.0961667,78.2196661,"Uttar Pradesh","ATRAULI ROAD",202282,8,97.9333333333333,-12.7333333333333
"AUWA",25.660628,73.561435,"Rajasthan","AUWA",306021,4,52.0526315789474,-0.210526315789474
"AV",19.8231642,73.7130421,"Maharashtra","ASVALI",422403,4,68.1142857142857,0.942857142857143
"AVD",13.1200436,80.1022013,"Tamil Nadu","AVADI",600054,7,35.8382352941176,1.66176470588235
"AVH",21.749912,73.192578,"Gujarat","AVIDHA",393017,2,1.38461538461538,0
"AVK",11.3595408,76.769675,"Tamil Nadu","ARAVANKADU",643202,7,1.33333333333333,-0.0454545454545455
"AVL",21.076966,71.677889,"Gujarat","AMRITVEL",364290,4,3.25,0
"AVLI",16.6200448,81.5987113,"Andhra Pradesh","ARAVALLI",534230,2,56.2777777777778,2.83333333333333
"AVN",13.0509677,79.5677304,"Tamil Nadu","ANAVARDIKHANPET",632502,11,16.7676767676768,0.101010101010101
"AVP",21.0515645,81.745457,"Chhattisgarh","ABHANPUR JN",493661,12,NA,NA
"AVRD",17.3164941,73.5379708,"Maharashtra","ARAVALI ROAD",415608,7,49.4181818181818,3.12727272727273
"AVS",9.0369929,76.8532674,"Kerala","AUVANESWSAREM",691508,14,11.8923076923077,2.91538461538462
"AVT",13.2988692,77.7263853,"Karnataka","AVATIHALLI  H",562110,2,11.8888888888889,0
"AWB",19.8598388,75.311368,"Maharashtra","AURANGABAD",431005,57,17.3310104529617,-10.787456445993
"AWG",27.462514,78.482579,"Uttar Pradesh","AWA GARH",207301,4,0,0
"AWH",20.364521,79.703777,"Maharashtra","ALEWAHI",441221,6,15.2678571428571,0.625
"AWL",31.4255459,75.6427896,"Punjab","ALAWALPUR",144301,2,8.85,0.6
"AWM",17.83197,80.804303,"Telangana","ASWAPURAM",507116,4,3.21621621621622,1.32432432432432
"AWP",28.9207459,78.7158227,"Uttar Pradesh","AGHWANPUR",244001,6,121.326923076923,0.807692307692308
"AWPR",26.5071682,85.6542676,"Bihar","AWAPUR",843314,NA,NA,NA
"AWR",27.5612805,76.6216858,"Rajasthan","ALWAR JN.",301001,70,54.8333333333333,1.82125603864734
"AWS",27.1629105,84.0527916,"Bihar","AWASANI (HALT)",845101,4,63.7931034482759,2.82758620689655
"AWT",8.6016546,77.9428053,"Tamil Nadu","ALWAR TIRUNAGRI",628612,12,12.8454545454545,2.26363636363636
"AWY",10.1080303,76.3563121,"Kerala","ALUVA",683101,134,42.91,7.26428571428571
"AXA",22.5858848,70.9169697,"Gujarat","AMARSAR",363621,4,17.0882352941176,-2.55882352941176
"AXK",26.5470655,78.6082426,"Madhya Pradesh","ASOKHAR",477660,6,10.875,-0.0357142857142857
"AXR",14.7104835,79.9889412,"Andhra Pradesh","ALLURU ROAD",524152,6,38.4909090909091,2.65454545454545
"AY",26.7035053,82.1318652,"Uttar Pradesh","AYODHYA",224201,53,93.3461538461538,4.28846153846154
"AYD",11.9672565,79.3413413,"Tamil Nadu","AYANDUR",605755,1,21,3
"AYR",10.48652,78.159523,"Tamil Nadu","AYYALUR",624801,4,22.6486486486486,3.89189189189189
"AYRN",25.6886445,85.3138237,"Bihar","AKSHAYWAT RAI NAGAR",844502,9,47.1764705882353,3.64705882352941
"AYU",26.3571313,90.6421378,"Assam","ABHAYAPURI ASAM",783384,6,7.02857142857143,-0.142857142857143
"AZ",24.2302463,88.2597854,"West Bengal","AZIMGANJ JN",742104,74,4.70376712328767,-8.71575342465753
"AZA",26.1021239,91.6165879,"Assam","AZARA",781017,8,5.13461538461539,2.03846153846154
"AZK",8.7875697,77.3764193,"Tamil Nadu","AZHWARKURICHI",627424,8,11.16,0
"AZP",10.896572,79.2067815,"Tamil Nadu","AYYAMPET",614211,6,15.9827586206897,0.293103448275862
"AZR",25.5560894,87.8524572,"Bihar","AZAMNAGAR ROAD",855113,20,75.9917355371901,3.1900826446281
"BAA",24.2659407,88.1621851,"West Bengal","BARALA",742122,12,20.3611111111111,0.666666666666667
"BAB",25.2378058,78.4598386,"Uttar Pradesh","BABINA",284401,29,66.0416666666667,5.55092592592593
"BABR",16.9476858,78.1891876,"Telangana","BALANAGAR",509202,12,78.7592592592593,2.06481481481481
"BAD",27.3960804,77.6894904,"Uttar Pradesh","BAD",281005,6,61.6727272727273,4.45454545454545
"BADK",29.0728411,77.2738087,"Uttar Pradesh","BARKA",250611,20,34.7570621468927,0.677966101694915
"BADR",21.3649049,70.928759,"Gujarat","BHADER",365645,2,0.411764705882353,0
"BAE",29.928453,77.6336554,"Uttar Pradesh","BALIAKHERI",247769,8,82.1829268292683,14.5365853658537
"BAGA",27.6774475,75.7210779,"Rajasthan","BHAGEGA",332714,6,24.4166666666667,1.16666666666667
"BAGD",20.433759,72.9162973,"Gujarat","BAGWADA",396185,6,9.14814814814815,1.66666666666667
"BAGJ",26.9212281,83.9200829,"Uttar Pradesh","BARHARAGANI",274304,4,58.7948717948718,1.05128205128205
"BAGL",25.7651642,84.9085567,"Bihar","BARA GOPAL",841211,8,67.9054054054054,-7.13513513513514
"BAH",24.0650996,71.6153424,"Gujarat","BHABHAR",385320,2,22.4,-0.6
"BAHI",14.250139,76.566117,"Karnataka","BALENAHALLI",577522,5,15.75,3.38888888888889
"BAHL",33.4512414,75.1891017,"Jammu and Kashmir","BANIHAL",182146,18,NA,NA
"BAHN",25.4650567,87.8170681,"Bihar","BABHANGAON",855113,4,78.6363636363636,4.45454545454545
"BAHP",26.419305,80.584152,"Uttar Pradesh","BAND HAMIRPUR",209801,6,39.6271186440678,0
"BAI",26.8411406,76.0476208,"Rajasthan","BASSI",303301,6,62.7931034482759,-0.0517241379310345
"BAJ",22.635215,73.0384063,"Gujarat","BHALEJ",388205,14,9.25757575757576,-0.257575757575758
"BAJE",12.720735,75.509734,"Karnataka","BAJAKARE HALT",574230,2,7.22222222222222,2
"BAK",26.9624076,76.4093703,"Rajasthan","BHAN KARI",303325,4,47.8947368421053,-0.0263157894736842
"BAKA",24.8671614,86.9126895,"Bihar","BANKA",813102,6,2.58,-5.26
"BAKL",21.1240821,80.9414226,"Chhattisgarh","BAKAL",491441,15,14.792,1.52
"BAL",10.7831618,78.9817591,"Tamil Nadu","BUDALUR",613602,16,24.7183098591549,6.77464788732394
"BALE",17.6762278,75.8453157,"Maharashtra","BALE",413255,4,37.9473684210526,4.89473684210526
"BALR",26.5521124,83.7377248,"Uttar Pradesh","BAITALPUR",274201,8,73.2894736842105,1.80263157894737
"BALU",19.7472673,85.2006571,"Odisha","BALUGAN",752030,66,28.9896193771626,3.80968858131488
"BAM",20.6036535,79.8672634,"Maharashtra","BRAHMAPUR",441206,125,27.0470297029703,3.22029702970297
"BAMA",26.924613,77.321138,"Rajasthan","BIRAMBAD",321410,8,56.6578947368421,20.9342105263158
"BAMR",21.0066176,84.4759798,"Odisha","BAMUR",759126,4,34.2631578947368,4.78947368421053
"BAND",13.0053952,77.6287327,"Karnataka","BANASWADI",560033,23,22.1212121212121,1.57575757575758
"BANE",26.223103,73.010779,"Rajasthan","BASNI",342005,8,19.5625,1.828125
"BANI",26.2333348,81.6108656,"Uttar Pradesh","BANI",227409,9,174.164556962025,2.07594936708861
"BANO",22.6645171,84.9027407,"Jharkhand","BANO",835201,12,26.7837837837838,-4.78378378378378
"BAO",26.355435,78.0987972,"Madhya Pradesh","BANMOR",476444,8,91.3661971830986,1.01408450704225
"BAOL",29.1402656,77.2783363,"Uttar Pradesh","BAOLI",250621,18,37.6,0.225
"BAP",19.6191378,74.6597793,"Maharashtra","BELAPUR",413709,40,33.8465608465608,-0.82010582010582
"BAQ",23.8459323,77.944535,"Madhya Pradesh","GANJ BASODA",464221,48,50.2189973614776,0.981530343007916
"BAR",18.531179,73.669956,"Maharashtra","BAR",412115,4,41.95,4.425
"BARA",26.1865877,73.700134,"Rajasthan","BILARA",342602,2,2.3125,-7.25
"BARH",25.4622513,85.7096824,"Bihar","BARH",803213,75,55.5037313432836,0.947761194029851
"BARI",26.6498162,77.617723,"Rajasthan","BARI",328021,6,NA,NA
"BARJ",31.1103631,76.592272,"Punjab","BHARATGARH",140114,8,15.8987341772152,-3.9493670886076
"BARL",28.4960809,77.8098144,"Uttar Pradesh","BARAL",203001,9,10.6190476190476,2.44444444444444
"BASN",29.0952474,76.68015,"Haryana","BHAINSWAN",131301,6,12.7234042553191,0
"BAT",31.8215316,75.1944816,"Punjab","BATALA JN",143505,22,35.3942857142857,-2.22857142857143
"BATL",23.22936,82.050601,"Madhya Pradesh","BAIHATOLA",484440,17,28.3970588235294,0.0514705882352941
"BATM",31.8183238,75.2070644,"Punjab","BATALA SUGAR ML",143505,10,28.7386363636364,1.55681818181818
"BAU",21.3346349,76.1988407,"Madhya Pradesh","BURHANPUR",450331,58,45.7617554858934,2.0282131661442
"BAV",18.9011088,84.5544553,"Andhra Pradesh","BARUVA",532264,2,51.1111111111111,3.11111111111111
"BAW",13.0747598,77.5055569,"Karnataka","CHIK BANAVAR",560090,25,22.9459459459459,3.18918918918919
"BAWA",25.5027345,72.5539413,"Rajasthan","BALWARA",343042,NA,NA,NA
"BAY",15.1454373,76.9221718,"Karnataka","BELLARY JN",583101,36,8.67821782178218,-12.7920792079208
"BAYD",23.2225521,73.2077354,"Gujarat","BEYAD",383325,4,0,0
"BAZ",25.0958258,76.5060073,"Rajasthan","BARAN",325205,22,39.688,-1.376
"BBA",28.2666132,78.4035337,"Uttar Pradesh","BABRALA",202421,12,87.6363636363636,-1.76136363636364
"BBAE",22.7952654,88.3319019,"West Bengal","BAIDYABATI",712222,2,5.6875,0
"BBAI",21.162862,73.6658406,"Gujarat","BHADBHUNJA",394375,5,26.9428571428571,-0.171428571428571
"BBAR",23.977693,81.116698,"Madhya Pradesh","BARA",484774,4,146.736842105263,4.60526315789474
"BBC",25.7329889,71.0012095,"Rajasthan","BHACHHBAR",344502,2,3.7,-2.95
"BBCE",24.970966,88.242989,"West Bengal","BULBULCHANDI",732122,2,NA,NA
"BBD",17.3371416,76.7788256,"Karnataka","BABLAD",585103,7,36.1935483870968,6.2258064516129
"BBDE",29.4499015,76.9663764,"Haryana","BABARPUR",132103,11,22.2336448598131,5.27102803738318
"BBGN",26.669114,93.9834344,"Assam","BARUA BAMUNGAON",785618,4,9.66666666666667,-2.2
"BBHT",25.0559916,84.9744291,"Bihar","BARABAR HALT",804422,9,15.5632183908046,0.264367816091954
"BBI",23.7425623,87.0181473,"West Bengal","BARA BANI",713334,1,NA,NA
"BBJ",27.960716,81.566382,"Uttar Pradesh","BABAGANJ",271881,8,5.77272727272727,-2.15909090909091
"BBK",26.9342212,81.1792422,"Uttar Pradesh","BARABANKI JN",225001,99,69.6440677966102,-3.72542372881356
"BBL",26.9206206,78.8237822,"Uttar Pradesh","BALRAI",206245,8,73.7721518987342,3.36708860759494
"BBLA",22.654811,88.855173,"West Bengal","BHYABLA HALT",743428,NA,NA,NA
"BBM",23.0918328,86.2117202,"West Bengal","BARABHUM",723127,31,19.5362903225806,2.48387096774194
"BBMN",32.6391046,74.9164015,"Jammu and Kashmir","BARI BRAHMAN",181133,10,41.622641509434,6.09433962264151
"BBN",22.1056807,85.3708493,"Odisha","BARBIL",758035,8,2.0126582278481,-6.63291139240506
"BBO",28.747389,77.8568562,"Uttar Pradesh","BABUGARH",245201,6,161.732142857143,4.32142857142857
"BBPM",16.9663873,82.000646,"Andhra Pradesh","BALABHADRAPURAM",533343,6,70.0181818181818,1.2
"BBPR",27.322899,81.089272,"Uttar Pradesh","BABUPUR",261203,7,77.3125,3.453125
"BBQ",13.1025068,80.2714071,"Tamil Nadu","BASIN BRIDGE JN",600012,8,26.1379310344828,4.31034482758621
"BBS",20.266601,85.8436154,"Odisha","BHUBANESWAR",751009,217,19.4154535274356,1.34490481522956
"BBT",22.6657729,88.4286947,"West Bengal","BIRATI",700051,NA,NA,NA
"BBTR",22.1967691,77.920495,"Madhya Pradesh","BARBATPUR",460440,8,78.9772727272727,3.75
"BBU",25.1730562,83.6193367,"Bihar","BHABUA ROAD",821109,64,73.4367088607595,6.04430379746835
"BBW",26.8779451,83.6385029,"Uttar Pradesh","BODARWAR",274149,15,72.3376623376623,12.8961038961039
"BBY",26.3011326,78.1809318,"Madhya Pradesh","BHADROLI",474010,6,18.9107142857143,3.55357142857143
"BC",28.3572719,79.4028412,"Uttar Pradesh","BAREILLY CITY",NA,16,6.1328125,-3.4453125
"BCB",23.6701732,86.41644,"Jharkhand","BHOWRA JN.",828126,10,14.9081632653061,-0.755102040816326
"BCD",25.8113032,84.214958,"Uttar Pradesh","BANSDIH ROAD",277210,6,77.2727272727273,5.74242424242424
"BCH",23.2828908,76.3346029,"Madhya Pradesh","BERCHHA",465110,47,28.2777777777778,2.93981481481481
"BCHL",18.7036904,81.2387175,"Chhattisgarh","BACHELI",494553,2,49.1428571428571,7.78571428571429
"BCHN",22.4017677,72.8479453,"Gujarat","BOCHASAN JN",388140,4,6.25641025641026,3.97435897435897
"BCJ",24.8228042,84.2132708,"Bihar","BAGAHABISHUNPUR",824112,8,74.8214285714286,4.41071428571429
"BCK",22.3571552,87.5529721,"West Bengal","BALICHAK",721124,15,15.7830188679245,4.09433962264151
"BCN",26.4768617,81.10504,"Uttar Pradesh","BACHHRAWAN",229301,34,138.743396226415,8.35094339622641
"BCOB",23.3042146,70.3502975,"Gujarat","BHACHAU BG",370140,28,69.73,10.15
"BCP",27.1765426,77.9144838,"Uttar Pradesh","BICHPURI",283105,12,73.1941747572816,11.9029126213592
"BCPR",26.482694,85.670527,"Bihar","BACHARPUR",843333,NA,NA,NA
"BCQ",23.7069918,86.9285649,"West Bengal","BARACHAK JN.",713305,28,30.5384615384615,4.9017094017094
"BCRD",21.9524296,78.3120972,"Madhya Pradesh","BARCHHI ROAD",460554,6,48.16,0.64
"BCT",18.969539,72.819329,"Maharashtra","MUMBAI CENTRAL",400008,49,1.24266666666667,-2.608
"BCU",30.210212,75.0955162,"Punjab","BHUCHCHU",151101,16,22.5942028985507,1.39130434782609
"BCW",26.2260037,73.6168474,"Rajasthan","BHAWI",342605,2,9.5625,0
"BCY",25.3343321,83.0144848,"Uttar Pradesh","VARANASI CITY",221001,39,51.5490196078431,-1.50980392156863
"BD",20.8576248,77.7318933,"Maharashtra","BADNERA JN",444701,111,7.97435897435897,-11.2692307692308
"BDAG",24.8234087,87.8102075,"Jharkhand","BONIDANGA",816101,11,26.8947368421053,-1.57017543859649
"BDB",27.5763079,77.6942611,"Uttar Pradesh","VRINDAVAN",281121,9,NA,NA
"BDBA",20.2770723,86.5203971,"Odisha","BADABANDHA ROAD",754141,4,13.7837837837838,4.02702702702703
"BDBG",30.454199,74.435543,"Punjab","BADHAI BALAMGRH",152026,2,19.6111111111111,0.444444444444444
"BDBP",24.6354723,87.9826671,"West Bengal","BASUDEBPUR",742224,12,44.0796460176991,4.38053097345133
"BDBS",24.799818,87.84376,"Jharkhand","BINDUBASINI HALT",816110,8,22.0526315789474,1.78947368421053
"BDC",22.9228488,88.3776291,"West Bengal","BANDEL JN",712123,98,13.9970238095238,-2.66517857142857
"BDCR",17.5513181,80.6144184,"Telangana","BHADRACHALAM RD",507101,12,-10.3369565217391,-19.2173913043478
"BDDR",21.347942,70.282712,"Gujarat","BADODAR",362222,11,15.989898989899,1.12121212121212
"BDE",22.2699306,73.7163198,"Gujarat","BODELI",391135,6,9.66101694915254,-0.254237288135593
"BDGM",34.0386914,74.7364044,"Jammu and Kashmir","BADGAM",193401,26,NA,NA
"BDGP",11.996159,76.858744,"Karnataka","BADANAGUPPE",571316,8,11.0135135135135,4.41891891891892
"BDH",23.590113,87.7112319,"West Bengal","BHEDIA",713126,22,33.2536585365854,1.3219512195122
"BDHA",21.2689647,71.336326,"Gujarat","BADHADA",364522,2,7.55,1
"BDHL",27.2520687,75.4516554,"Rajasthan","BADHAL",303602,6,20.65,0.15
"BDHN",18.645976,77.8883994,"Telangana","BODHAN",503185,6,-0.714285714285714,-7.58928571428571
"BDHP",29.2176353,77.2911184,"Uttar Pradesh","BHUDPUR",250623,18,40.3584905660377,1.0188679245283
"BDHY",32.4411053,75.4336534,"Jammu and Kashmir","BUDHI",184143,4,33.258064516129,2.7741935483871
"BDI",28.7485361,77.1441323,"Delhi","BHADLI",110042,11,20.1666666666667,8.20238095238095
"BDIN",26.1713439,82.1692387,"Uttar Pradesh","BHADAIYAN",222302,4,100.897435897436,3.48717948717949
"BDJ",11.6388696,75.5739162,"Kerala","VADAKARA",673102,60,31.0117647058824,1.13411764705882
"BDKN",26.272598,81.9957519,"Uttar Pradesh","BANDHUA KALAN",227808,6,84.0350877192982,28.9824561403509
